GM7_GHM_COD;CMD_COD;GHM_LIB;TEC_COL
511;13;Interventions sur la vulve, le vagin ou le col utérin;0
512;13;Laparoscopies ou coelioscopies diagnostiques;0
513;13;Ligatures tubaires par laparoscopie ou coelioscopie;0
200;5;Douleurs thoraciques;0
201;5;Autres affections de l'appareil circulatoire avec CMA;0
202;5;Autres affections de l'appareil circulatoire sans CMA;0
211;6;Résections rectales, âge supérieur à 69 ans et/ou CMA;0
95;3;Troubles de l'équilibre;0
96;3;Épistaxis;0
97;3;*** Epiglottites;0
98;3;Otites moyennes et infections des voies aériennes supérieures, âge de 18 à 69 ans avec CMA, ou âge supérieur à 69 ans;0
99;3;Otites moyennes et infections des voies aériennes supérieures, âge de 18 à 69 ans sans CMA;0
100;3;Otites moyennes et infections des voies aériennes supérieures, âge inférieur à 18 ans;0
101;3;Laryngo-trachéites;0
102;3;Traumatismes et déformations du nez;0
103;3;Affections de la bouche et des dents sans certaines extractions, réparations ou prothèses dentaires, âge supérieur à 17 ans;0
104;3;Affections de la bouche et des dents sans certaines extractions, réparations ou prothèses dentaires, âge inférieur à 18 ans;0
105;3;Affections de la bouche et des dents avec certaines extractions, réparations et prothèses dentaires;0
106;3;Autres diagnostics portant sur les oreilles, le nez, la gorge ou la bouche, âge supérieur à 17 ans;0
107;3;Autres diagnostics portant sur les oreilles, le nez, la gorge ou la bouche, âge inférieur à 18 ans;0
113;4;Interventions majeures sur le thorax;0
114;4;Autres interventions chirurgicales sur le système respiratoire avec CMA;0
115;4;Autres interventions chirurgicales sur le système respiratoire sans CMA;0
116;27;Transplantations pulmonaires;0
118;4;Embolies pulmonaires;0
481;12;Interventions sur les testicules pour des affections non malignes, âge inférieur à 18 ans;0
344;8;Maladies osseuses et arthropathies spécifiques, âge supérieur à 69 ans et/ou CMA;0
220;6;Interventions mineures sur l'intestin grêle et le côlon, âge supérieur à 69 ans et/ou CMA;0
221;6;Interventions mineures sur l'intestin grêle et le côlon, âge inférieur à 70 ans sans CMA;0
222;6;Appendicectomies compliquées, âge supérieur à 69 ans et/ou CMA;0
223;6;Appendicectomies compliquées, âge inférieur à 70 ans sans CMA;0
224;6;Appendicectomies non compliquées, âge supérieur à 69 ans et/ou CMA;0
53;2;Autres interventions extra-oculaires, âge inférieur à 18 ans;0
54;2;Autres interventions intra-oculaires;0
59;2;Hyphéma;0
60;2;Infections oculaires aiguës sévères;0
61;2;Affections oculaires d'origine neurologique;0
62;2;Autres affections oculaires, âge supérieur à 17 ans avec CMA;0
63;2;Autres affections oculaires, âge supérieur à 17 ans sans CMA;0
64;2;Autres affections oculaires, âge inférieur à 18 ans;0
68;3;Interventions majeures sur la tête et le cou;0
69;3;Exérèses de glandes salivaires;0
70;3;Interventions sur les glandes salivaires autres que les exérèses;0
71;3;Réparations de fissures labiale et palatine;0
72;3;Interventions sur les sinus et l'apophyse mastoïde, âge supérieur à 17 ans;0
73;3;Interventions sur les sinus et l'apophyse mastoïde, âge inférieur à 18 ans;0
74;3;Interventions diverses sur les oreilles, le nez, la gorge ou le cou;0
75;3;Rhinoplasties;0
76;3;Amygdalectomies et/ou adénoïdectomies isolées, âge supérieur à 17 ans;0
77;3;Amygdalectomies et/ou adénoïdectomies isolées, âge inférieur à 18 ans;0
78;3;Interventions sur les amygdales et les végétations adénoïdes autres que les amygdalectomies et/ou les adénoïdectomies isolées, âge supérieur à 17 ans;0
79;3;Interventions sur les amygdales et les végétations adénoïdes autres que les amygdalectomies et/ou les adénoïdectomies isolées, âge inférieur à 18 ans;0
80;3;Drains transtympaniques, âge supérieur à 17 ans;0
414;10;Interventions sur les glandes surrénales.;0
418;10;Diabète, âge supérieur à 35 ans;0
419;10;Diabète, âge inférieur à 36 ans;0
420;10;Troubles métaboliques ou nutritionnels divers, âge de 18 à 69 ans avec CMA, ou âge supérieur à 69 ans;0
999;99;valeur inconnue;1
0;0;sans objet;2
1;1;Craniotomies en dehors de tout traumatisme, âge supérieur à 17 ans;0
2;1;Craniotomies pour traumatisme, âge supérieur à 17 ans;0
3;1;Craniotomies, âge inférieur à 18 ans;0
4;1;Interventions sur le rachis et la moelle pour des affections neurologiques;0
5;1;Interventions sur le système vasculaire précérébral;0
6;1;Libérations du canal carpien;0
7;1;Interventions sur les nerfs crâniens ou périphériques et autres interventions sur le système nerveux, âge supérieur à 69 ans et/ou CMA;0
8;1;Interventions sur les nerfs crâniens ou périphériques et autres interventions sur le système nerveux, âge inférieur à 70 ans sans CMA;0
9;1;Maladies dégénératives du système nerveux, âge supérieur à 80 ans;0
10;1;Maladies dégénératives du système nerveux, âge inférieur à 81 ans;0
11;1;Accidents ischémiques transitoires et occlusions des artères précérébrales, âge inférieur à 81 ans;0
12;1;Accidents ischémiques transitoires et occlusions des artères précérébrales, âge supérieur à 80 ans;0
13;1;Affections et lésions du rachis et de la moelle;0
14;1;Tumeurs du système nerveux, âge supérieur à 69 ans et/ou CMA;0
15;1;Tumeurs du système nerveux, âge inférieur à 70 ans sans CMA;0
16;1;*** Maladies dégénératives du système nerveux;0
17;1;Sclérose en plaques et ataxie cérébelleuse;0
18;1;Accidents vasculaires cérébraux non transitoires;0
19;1;*** Accidents ischémiques transitoires et occlusions des artères précérébrales;0
20;1;Autres affections cérébro-vasculaires avec CMA;0
345;8;Maladies osseuses et arthropathies spécifiques, âge inférieur à 70 ans sans CMA;0
346;8;Arthropathies non spécifiques;0
347;8;Signes et symptômes concernant l'appareil musculo-squelettique et le tissu conjonctif;0
348;8;Tendinites, myosites et bursites;0
349;8;Suites de traitement après une affection de l'appareil musculo-squelettique ou du tissu conjonctif;0
350;8;Fractures, entorses, luxations et dislocations de l'avant-bras, de la main, du pied ou multiples ou mal précisées, âge de 18 à 69 ans avec CMA, ou âge supérieur à 69 ans;0
351;8;Fractures, entorses, luxations et dislocations de l'avant-bras, de la main, du pied ou multiples ou mal précisées, âge de 18 à 69 ans sans CMA;0
352;8;Fractures, entorses, luxations et dislocations de l'avant-bras, de la main, du pied ou multiples ou mal précisées, âge inférieur à 18 ans;0
353;8;Fractures, entorses, luxations et dislocations du bras, de la jambe à l'exception du pied, âge de 18 à 69 ans avec CMA, ou âge supérieur à 69 ans;0
354;8;Fractures, entorses, luxations et dislocations du bras, de la jambe à l'exception du pied, âge de 18 à 69 ans sans CMA;0
355;8;Fractures, entorses, luxations et dislocations du bras, de la jambe à l'exception du pied, âge inférieur à 18 ans;0
356;8;Autres pathologies de l'appareil musculo-squelettique et du tissu conjonctif;0
357;8;Interventions pour affections de l'appareil musculo-squlettique et du tissu conjonctif, avec CMAS;0
358;8;Affections de l'appareil musculo-squelettique et du tissu conjonctif, avec CMAS;0
364;9;Greffes de peau et/ou parages de plaie pour ulcère cutané ou cellulite, âge supérieur à 69 ans et/ou CMA;0
119;4;Infections et inflammations respiratoires, âge de 18 à 69 ans avec CMA, ou âge supérieur à 69 ans;0
120;4;Infections et inflammations respiratoires, âge de 18 à 69 ans sans CMA;0
121;4;Infections et inflammations respiratoires, âge inférieur à 18 ans;0
81;3;Drains transtympaniques, âge inférieur à 18 ans;0
82;3;Autres interventions chirurgicales portant sur les oreilles, le nez, la gorge ou le cou;0
83;3;Interventions sur la bouche avec CMA;0
690;24;Transfusion, en séances;0
701;24;@Affections de la CMD n°01 : ambulatoire, avec autre acte opératoire de la CMD n°01;0
702;24;@Affections de la CMD n°02 : ambulatoire, avec autre acte opératoire de la CMD n°02;0
703;24;@Affections de la CMD n°03 : ambulatoire, avec autre acte opératoire de la CMD n°03;0
704;24;@Affections de la CMD n°04 : ambulatoire, avec acte opératoire de la CMD n°04;0
705;24;@Affections de la CMD n°05 : ambulatoire, avec autre acte opératoire de la CMD n°05;0
706;24;@Affections de la CMD n°06 : ambulatoire, avec autre acte opératoire de la CMD n°06;0
707;24;@Affections de la CMD n°07 : ambulatoire, avec acte opératoire de la CMD n°07;0
708;24;@Affections de la CMD n°08 : ambulatoire, avec autre acte opératoire de la CMD n°08;0
709;24;@Affections de la CMD n°09 : ambulatoire, avec acte opératoire de la CMD n°09;0
710;24;@Affections de la CMD n°10 : ambulatoire, avec acte opératoire de la CMD n°10;0
711;24;@Affections de la CMD n°11 : ambulatoire, avec autre acte opératoire de la CMD n°11;0
712;24;@Affections de la CMD n°12 : ambulatoire, avec autre acte opératoire de la CMD n°12;0
713;24;@Affections de la CMD n°13 : ambulatoire, avec autre acte opératoire de la CMD n°13;0
312;8;Interventions sur le membre supérieur à l'exception de l'humérus et de la main, âge inférieur à 70 ans sans CMA;0
313;8;Interventions sur le pied;0
314;8;Interventions sur les tissus mous, âge supérieur à 69 ans et/ou CMA;0
315;8;Interventions sur les tissus mous, âge inférieur à 70 ans sans CMA;0
316;8;Interventions sur la main et le poignet pour kyste synovial;0
684;24;!** Autres séances sans acte opératoire;0
685;24;Préparations à une irradiation externe avec une dosimétrie tridimensionnelle;0
686;24;Autres préparations à une irradiation externe;0
687;24;Techniques spéciales d'irradiation externe, en séances;0
688;24;Techniques complexes d'irradiation externe, en séances;0
689;24;Autres techniques d'irradiation externe, en séances;0
430;11;Interventions sur les reins et les uretères et chirurgie majeure de la vessie pour une affection tumorale;0
431;11;Interventions sur les reins et les uretères et chirurgie majeure de la vessie pour une affection non tumorale, âge supérieur à 69 ans et/ou CMA;0
432;11;Interventions sur les reins et les uretères et chirurgie majeure de la vessie pour une affection non tumorale, âge inférieur à 70 ans sans CMA;0
435;11;Autres interventions sur la vessie à l'exception des interventions transurétrales, âge supérieur à 69 ans et/ou CMA;0
436;11;Autres interventions sur la vessie à l'exception des interventions transurétrales, âge inférieur à 70 ans sans CMA;0
437;11;Interventions transurétrales ou par voie transcutanée, âge supérieur à 69 ans et/ou CMA;0
438;11;Interventions transurétrales ou par voie transcutanée, âge inférieur à 70 ans sans CMA;0
439;11;Interventions sur l'urètre, âge de 18 à 69 ans avec CMA, ou âge supérieur à 69 ans;0
440;11;Interventions sur l'urètre, âge de 18 à 69 ans sans CMA;0
441;11;Interventions sur l'urètre, âge inférieur à 18 ans;0
442;11;Autres interventions sur les reins et les voies urinaires;0
450;11;*** Insuffisances rénales;0
451;11;*** Dialyses rénales;0
452;11;Tumeurs des reins et des voies urinaires, âge supérieur à 69 ans et/ou CMA;0
21;1;Autres affections cérébro-vasculaires sans CMA;0
22;1;Affections des nerfs crâniens et rachidiens, âge supérieur à 69 ans et/ou CMA;0
23;1;Affections des nerfs crâniens et rachidiens, âge inférieur à 70 ans sans CMA;0
593;17;*** Chimiothérapie et surveillance;0
594;17;Antécédents ou suspicion d'affections tumorales, avec exploration endoscopique;0
595;17;Antécédents ou suspicion d'affections tumorales, sans exploration endoscopique;0
596;17;Autres affections myéloprolifératives et tumeurs de siège imprécis ou diffus, âge supérieur à 69 ans et/ou CMA;0
597;17;Autres affections myéloprolifératives et tumeurs de siège imprécis ou diffus, âge inférieur à 70 ans sans CMA;0
598;25;Maladies dues au VIH, avec décès;0
599;25;Maladies dues au VIH, âge inférieur à 13 ans;0
600;25;Interventions pour maladie due au VIH;0
601;18;Interventions pour maladies infectieuses ou parasitaires;0
602;18;Maladies infectieuses et parasitaires, avec CMAS, avec ou sans acte;0
604;18;Septicémies, âge supérieur à 17 ans;0
605;18;Septicémies, âge inférieur à 18 ans;0
606;18;Infections post-opératoires et post-traumatiques;0
607;18;Fièvres d'étiologie indéterminée, âge de 18 à 69 ans avec CMA, ou âge supérieur à 69 ans;0
608;18;Fièvres d'étiologie indéterminée, âge de 18 à 69 ans sans CMA;0
609;18;Maladies virales, âge supérieur à 17 ans;0
610;18;Maladies virales et fièvres d'étiologie indéterminée, âge inférieur à 18 ans;0
611;18;Autres maladies infectieuses ou parasitaires;0
612;25;Maladies dues au VIH, avec plusieurs complications infectieuses;0
613;25;Maladies dues au VIH, avec une seule complication infectieuse;0
614;25;Autres maladies dues au VIH;0
615;19;Interventions chirurgicales avec un diagnostic principal de maladie mentale;0
618;19;Troubles aigus de l'adaptation et du fonctionnement psycho-social;0
619;19;Névroses dépressives;0
514;13;Dilatations et curetages, conisations pour tumeurs malignes;0
869;15;!** Nouveau-nés de 1500 g à 1999 g, avec problème majeur;0
870;15;!** Nouveau-nés de 1500 g à 1999 g, sans problème majeur;0
871;15;Nouveau-nés de 2000 g à 2499 g, avec problème sévère;0
872;15;Nouveau-nés de 2000 g à 2499 g, avec problème majeur;0
873;15;!** Nouveau-nés de 2000 g à 2499 g, sans problème majeur;0
874;15;Nouveau-nés de 2500 g et plus, sans problème significatif;0
525;13;Tumeurs malignes de l'appareil génital féminin, âge inférieur à 70 ans sans CMA;0
526;13;Infections de l'appareil génital féminin;0
527;13;Autres affections de l'appareil génital féminin;0
528;13;Interventions pour affections de l'appareil génital féminin, avec CMAS;0
530;14;!** Césariennes avec CMA;0
531;14;Césariennes sans complication significative;0
532;14;*** Accouchements par voie basse avec stérilisation, dilatation et curetage;0
533;14;Accouchements par voie basse avec autres interventions;0
534;14;Affections du post-partum ou du post-abortum avec intervention chirurgicale;0
535;14;Accouchements par voie basse avec complications majeures;0
536;14;Accouchements par voie basse avec autres complications;0
537;14;Césariennes avec complications majeures;0
538;14;Césariennes avec autres complications;0
539;14;!** Accouchements par voie basse avec complications;0
540;14;Accouchements par voie basse sans complication significative;0
541;14;Affections médicales du post-partum ou du post-abortum;0
543;14;Grossesses ectopiques;0
544;14;Menaces d'avortement;0
545;14;Avortements avec aspiration ou curetage ou hystérotomie;0
546;14;Avortements sans aspiration, ni curetage, ni hystérotomie;0
547;14;Faux travail;0
122;4;Tumeurs de l'appareil respiratoire;0
830;24;Endoscopies sous anesthésie, en ambulatoire;0
831;24;Mise en place de certains accès vasculaires, en ambulatoire;0
833;24;Affections de la CMD n°08 : ambulatoire, sans acte opératoire de la CMD n°08,  avec anesthésie;0
834;24;Affections de la CMD n°09 : ambulatoire, sans acte opératoire de la CMD n°09, avec anesthésie;0
835;24;Affections de la CMD n°13 : ambulatoire, sans acte opératoire de la CMD n°13, avec anesthésie;0
836;24;Affections de la CMD n°17 : ambulatoire, sans acte opératoire, avec anesthésie;0
837;24;Motifs de recours de la CMD n°23 : ambulatoire, sans acte opératoire, avec anesthésie;0
838;24;Autres motifs de recours pour infection à VIH, en ambulatoire;0
